EPOCHS_TMIN,EPOCHS_LENGTH,EPOCHS_EMPTY_FROM_MVT_TMINS,FMIN,FMAX,CLASSIFIER,RANDOM_STATE,N_SPLIT,NUMBER_OF_SESSIONS,score_A,score_B,score_C,score_X,duration,memory
-0.75,1.7,-6,2,30,SVC,42,4,89,0.8491702777409877,0.8314301290359127,0.7354983812878403,0.8444680631572985,781.7141704559326,2606.12109375
-0.75,1.7,-6,0,35,SVC,42,4,89,0.8517464199127092,0.8306310148143066,0.7314699087446332,0.8468251602914629,781.9379553794861,2607.05859375
-0.75,1.7,-6,8,35,SVC,42,4,89,0.8574769732790956,0.8361429393281301,0.7447337174658726,0.8577344007908972,788.197135925293,2708.26171875
-0.75,1.7,-6,6,40,SVC,42,4,89,0.8597857001846018,0.8346764133945411,0.7327641517865009,0.8545288092030232,792.7946438789368,2617.4453125
-0.75,1.7,-6,4,45,SVC,42,4,89,0.8443826580062022,0.821223562910621,0.7299353796883109,0.8413171758655036,794.8376216888428,2666.84765625
-0.75,1.7,-6,2,50,SVC,42,4,89,0.835720073904783,0.8085815809711738,0.7115276553970951,0.8345565327974369,800.5402698516846,2637.1796875
-0.75,1.7,-6,0,55,SVC,42,4,89,0.8353883742815571,0.805674817625316,0.7090920208210584,0.8333277800366841,805.8289847373962,2739.546875
-0.75,1.7,-6,8,55,SVC,42,4,89,0.8371084084034981,0.8145951605699153,0.7347895130875468,0.8352307294053374,799.1112565994263,2659.01953125
-0.75,1.7,-6,6,60,SVC,42,4,89,0.8409875917604996,0.813307183076076,0.7214423606269464,0.8308251219050107,812.7316110134125,2745.62890625
-0.75,1.7,-6,4,65,SVC,42,4,89,0.8361791384778506,0.8014638974941806,0.7108296494105446,0.8324069204223568,807.1725623607635,2689.765625
-0.75,1.7,-6,2,70,SVC,42,4,89,0.8334144282316257,0.8017940315466248,0.7025782147059412,0.8280203518218886,786.9607226848602,2624.8984375
-0.75,1.7,-6,0,75,SVC,42,4,89,0.8333656634777153,0.8008237743487474,0.7045042572810586,0.8273993437670089,817.7142822742462,2669.66796875
-0.75,1.7,-6,8,75,SVC,42,4,89,0.8384879454086764,0.8084481210323381,0.7236538023547238,0.8321314192139524,726.7592670917511,2725.8828125
