EPOCHS_TMIN,EPOCHS_LENGTH,EPOCHS_EMPTY_FROM_MVT_TMINS,FMIN,FMAX,CLASSIFIER,RANDOM_STATE,N_SPLIT,NUMBER_OF_SESSIONS,score_A,score_B,score_C,score_X,duration,memory
-0.75,1.7,-6,6,30,SVC,42,4,89,0.8524967723536048,0.8372717714021931,0.7449086711351736,0.8509581933362769,785.212159872055,2624.703125
-0.75,1.7,-6,4,35,SVC,42,4,89,0.8553550472795652,0.8327298750378025,0.7368373209501744,0.8459522336189956,796.9470183849335,2767.1328125
-0.75,1.7,-6,2,40,SVC,42,4,89,0.852134206959667,0.8283563549338723,0.7292157432724546,0.847098344714448,807.4285178184509,2654.984375
-0.75,1.7,-6,0,45,SVC,42,4,89,0.8423856671751123,0.8208999338473271,0.7269014892947292,0.8403164849517881,813.3324244022369,2710.03515625
-0.75,1.7,-6,8,45,SVC,42,4,89,0.8496701000815712,0.824796005695198,0.739810107863881,0.8484371499857204,817.8647339344025,2721.30078125
-0.75,1.7,-6,6,50,SVC,42,4,89,0.8409788825625204,0.8225335745190744,0.72133036245307,0.8357364899311507,787.0425486564636,2682.1796875
-0.75,1.7,-6,4,55,SVC,42,4,89,0.8349799056757342,0.8055070239901123,0.7123778541209023,0.8323586983238884,796.2404372692108,2643.59765625
-0.75,1.7,-6,2,60,SVC,42,4,89,0.8318145776643264,0.8027666042732158,0.703882964170019,0.8308321791811988,781.7250685691833,2621.890625
-0.75,1.7,-6,0,65,SVC,42,4,89,0.8330721690228622,0.8000100076374486,0.7038530751238883,0.8295800635930589,823.5263557434082,2680.015625
-0.75,1.7,-6,8,65,SVC,42,4,89,0.8387406853491843,0.8092587875934942,0.7287902869472249,0.8345305674666614,819.8080143928528,2713.859375
-0.75,1.7,-6,6,70,SVC,42,4,89,0.8407448345098154,0.8087818760142346,0.7197057745212481,0.8320589281041831,802.2548289299011,2723.0390625
-0.75,1.7,-6,4,75,SVC,42,4,89,0.8350418875054143,0.8005005657901897,0.7102240812351847,0.8317421276875032,810.604001045227,2781.921875
