EPOCHS_TMIN,EPOCHS_LENGTH,EPOCHS_EMPTY_FROM_MVT_TMINS,FMIN,FMAX,CLASSIFIER,RANDOM_STATE,N_SPLIT,NUMBER_OF_SESSIONS,score_A,score_B,score_C,score_X,duration,memory
-0.75,1.7,-6,7,30,SVC,42,4,89,0.8513519981294574,0.8377646576340512,0.7461623717469553,0.8516473669669644,1081.756599187851,2734.2109375
-0.75,1.7,-6,5,35,SVC,42,4,89,0.8549586184256502,0.8351611537623579,0.7407072092516452,0.8488042952830033,1061.0027453899384,2760.9296875
-0.75,1.7,-6,3,40,SVC,42,4,89,0.8528166062137162,0.8283563636447892,0.7307767810725623,0.8471517635857975,1096.0313749313354,2588.63671875
-0.75,1.7,-6,1,45,SVC,42,4,89,0.8420626697590916,0.8208999338473271,0.7266134708615495,0.8403164849517881,1087.9622340202332,2697.875
-0.75,1.7,-6,9,45,SVC,42,4,89,0.8492986795514794,0.8235021318299744,0.7454566750513594,0.8481961874792393,1100.3311052322388,2619.80859375
-0.75,1.7,-6,7,50,SVC,42,4,89,0.8407615472728156,0.8233553493723751,0.7306302793971685,0.8369911231878711,1101.005214214325,2605.78515625
-0.75,1.7,-6,5,55,SVC,42,4,89,0.8369522416073472,0.8137709206156999,0.7140964837503966,0.830251123616441,1063.9020965099335,2669.23828125
-0.75,1.7,-6,3,60,SVC,42,4,89,0.834008170482434,0.8014666385173064,0.7062488161735132,0.8302276280094912,1090.6149101257324,2631.828125
-0.75,1.7,-6,1,65,SVC,42,4,89,0.8327491716068416,0.7998480905390029,0.7044638388843436,0.8295800635930589,1085.022561788559,2670.28125
-0.75,1.7,-6,9,65,SVC,42,4,89,0.8390993168550965,0.8128067236128836,0.7316521399202411,0.8367418446782956,1088.5627110004425,2745.921875
-0.75,1.7,-6,7,70,SVC,42,4,89,0.8417690645592731,0.8094360220678938,0.7315938308559979,0.8333489995952349,1097.8379082679749,2729.29296875
-0.75,1.7,-6,5,75,SVC,42,4,89,0.8330765799541824,0.8068203973822107,0.715275204387613,0.831184077542025,1097.598637342453,2641.421875
