EPOCHS_TMIN,EPOCHS_LENGTH,EPOCHS_EMPTY_FROM_MVT_TMINS,FMIN,FMAX,CLASSIFIER,RANDOM_STATE,N_SPLIT,NUMBER_OF_SESSIONS,score_A,score_B,score_C,score_X,duration,memory
-0.75,1.7,-6,5,30,SVC,42,4,89,0.8527869799407785,0.8371056823664876,0.7405621068522403,0.8488302802650446,801.7139806747437,2701.9609375
-0.75,1.7,-6,3,35,SVC,42,4,89,0.8517380801491053,0.8317619246851882,0.731628679675783,0.845933973372888,779.1275699138641,2636.44921875
-0.75,1.7,-6,1,40,SVC,42,4,89,0.8518086861263336,0.8283550932252158,0.7314148115263255,0.8474172222654686,800.5754561424255,2617.90625
-0.75,1.7,-6,9,40,SVC,42,4,89,0.8558833691154916,0.8345151224397495,0.7412492209358474,0.8571097551725465,806.850150346756,2548.6484375
-0.75,1.7,-6,7,45,SVC,42,4,89,0.8501227824146286,0.8273969889278006,0.7387171642170018,0.8489789177719897,821.5336000919342,2611.125
-0.75,1.7,-6,5,50,SVC,42,4,89,0.8348002156881461,0.8170090562772299,0.7155816953662673,0.8342510884369838,839.6898429393768,2684.10546875
-0.75,1.7,-6,3,55,SVC,42,4,89,0.8367121532993128,0.8051867654512825,0.7087679512711015,0.8345426608269639,798.2211573123932,2602.4921875
-0.75,1.7,-6,1,60,SVC,42,4,89,0.8318145776643264,0.8032523626450633,0.7041946848682734,0.8308321791811988,796.3259568214417,2719.80859375
-0.75,1.7,-6,9,60,SVC,42,4,89,0.8410548911693283,0.8139412042387175,0.7331395861136086,0.8376718027964355,803.6909713745117,2764.09375
-0.75,1.7,-6,7,65,SVC,42,4,89,0.8405503856971903,0.8107288533735489,0.7297006497138168,0.8311388239408489,805.8361012935638,2629.9921875
-0.75,1.7,-6,5,70,SVC,42,4,89,0.8336941735333226,0.8087604819557149,0.7179251572015621,0.8308795688006532,807.6678931713104,2654.09375
-0.75,1.7,-6,3,75,SVC,42,4,89,0.8331584270335671,0.799366311502234,0.7047149316352779,0.8286517321648318,823.4424448013306,2657.83984375
