EPOCHS_TMIN,EPOCHS_LENGTH,EPOCHS_EMPTY_FROM_MVT_TMINS,FMIN,FMAX,CLASSIFIER,RANDOM_STATE,N_SPLIT,NUMBER_OF_SESSIONS,score_A,score_B,score_C,score_X,duration,memory
-0.75,1.7,-6,9,30,SVC,42,4,89,0.8840846680413439,0.8562296746554932,0.7355969504558172,0.8843966294281438,682.3958563804626,2764.35546875
