EPOCHS_TMIN,EPOCHS_LENGTH,EPOCHS_EMPTY_FROM_MVT_TMINS,EPOCHS_INTENTION_FROM_MVT_TMIN,FMIN,FMAX,CLASSIFIER,RANDOM_STATE,N_SPLIT,NUMBER_OF_SESSIONS,score_A,score_B,score_C,score_X,duration,memory
0,2,-6,-2,9,30,SVC,42,4,89,0.5989477407144183,0.6010756998544338,0.543738624958403,0.5795519261670548,870.7523093223572,3848.59375
