EPOCHS_TMIN,EPOCHS_LENGTH,EPOCHS_EMPTY_FROM_MVT_TMINS,EPOCHS_INTENTION_FROM_MVT_TMIN,FMIN,FMAX,CLASSIFIER,RANDOM_STATE,N_SPLIT,NUMBER_OF_SESSIONS,score_A,score_B,score_C,score_X,accuracy_train,duration,memory
0,2,-6,-2,9,30,SVC,42,4,85,0.5899002926496881,0.5953928555680913,0.5411680882966896,0.5764230639551668,0.9557172557172557,929.4688198566437,3950.87890625
