EPOCHS_TMIN,EPOCHS_LENGTH,EPOCHS_EMPTY_FROM_MVT_TMINS,FMIN,FMAX,CLASSIFIER,RANDOM_STATE,N_SPLIT,NUMBER_OF_SESSIONS,score_A,score_B,score_C,score_X,duration,memory
0.0,1.6,-4.0,1,40,SVC,42,4,89,0.7934766889161116,0.7592154572244489,0.6707918947687477,0.7867924229427672,1143.3286287784576,2614.625
-0.25,1.7,-4.0,1,40,SVC,42,4,89,0.8172077114342136,0.7779805716445779,0.6933181229430299,0.8076035457787615,1139.3815548419952,2582.48046875
-0.5,1.8,-4.0,1,40,SVC,42,4,89,0.8348177701947106,0.7985333018294039,0.7083324557250364,0.8304612900933173,1139.101939201355,2770.12890625
-0.75,1.9,-4.0,1,40,SVC,42,4,89,0.8453698166966933,0.8090569533642873,0.7077364200724656,0.8387390010254154,1153.9300441741943,2899.2265625
-1.0,2.0,-4.0,1,40,SVC,42,4,89,0.8446361814978267,0.8088830786888435,0.6936892169087319,0.8383209581302291,1152.7056858539581,2872.51953125
-1.25,2.1,-4.0,1,40,SVC,42,4,89,0.8234921787967437,0.8012788004588637,0.6933722782057854,0.8227844447819996,1157.1691436767578,2944.51171875
-1.5,2.2,-4.0,1,40,SVC,42,4,89,0.7984369922735153,0.7794133072892822,0.681959108385918,0.7936116791886675,1116.6930060386658,3085.92578125
0.0,2.4,-4.0,1,40,SVC,42,4,89,0.7256945288669097,0.6926806366968725,0.6171593749883442,0.7103191939234783,1137.1214385032654,3276.87109375
-0.25,2.5,-4.0,1,40,SVC,42,4,89,0.7612449618888817,0.7228033266591898,0.6356636299621705,0.7506914651597039,1156.1765139102936,3489.45703125
-0.5,1.5,-4.5,1,40,SVC,42,4,89,0.8392993135468951,0.8150500252697015,0.7134575455288664,0.834915300907759,1065.0240836143494,2690.34765625
-0.75,1.6,-4.5,1,40,SVC,42,4,89,0.8480850289680799,0.8173137487187607,0.7174429389622259,0.8367376409427936,1090.6852858066559,2553.85546875
-1.0,1.7,-4.5,1,40,SVC,42,4,89,0.8392025339837956,0.8080820988106213,0.7054001861512206,0.8327533668225935,1082.224497795105,2574.29296875
-1.25,1.8,-4.5,1,40,SVC,42,4,89,0.8228515117499439,0.7930197249622452,0.6938040612226634,0.8164240547672907,1079.1741003990173,2753.921875
-1.5,1.9,-4.5,1,40,SVC,42,4,89,0.7937842962726288,0.7637017951155887,0.683143534041024,0.7827534796073604,1083.4406950473785,2946.9140625
0.0,2.1,-4.5,1,40,SVC,42,4,89,0.756790062223702,0.7198692758126422,0.6453264666401457,0.7531652294808249,1119.3242218494415,3124.17578125
-0.25,2.2,-4.5,1,40,SVC,42,4,89,0.791086132741249,0.752410261837742,0.6620594381680365,0.7800408678718335,1094.964020729065,3187.109375
-0.5,2.3,-4.5,1,40,SVC,42,4,89,0.8118679203360675,0.7729696933373453,0.6783696027338183,0.8093143813717316,1132.834513425827,3344.21484375
-0.75,2.4,-4.5,1,40,SVC,42,4,89,0.8289588413853133,0.792712628062957,0.6887977434065444,0.8292746305586797,1132.5702159404755,3400.38671875
-1.0,2.5,-4.5,1,40,SVC,42,4,89,0.8367835176447902,0.8037102827882767,0.6893202680819975,0.8309877373083646,1101.6197896003723,3548.3984375
-1.25,1.5,-5.0,1,40,SVC,42,4,89,0.7995748731984405,0.7831471221194561,0.6896095833365059,0.7952439779080304,1059.9854035377502,2584.234375
-1.5,1.6,-5.0,1,40,SVC,42,4,89,0.7631205535750061,0.7538273141166869,0.6694192228311504,0.7568646377769139,1098.4806554317474,2576.95703125
0.0,1.8,-5.0,1,40,SVC,42,4,89,0.7854416653933048,0.7525627827784901,0.6637272333820305,0.7786083496719596,1098.3910002708435,2818.51953125
-0.25,1.9,-5.0,1,40,SVC,42,4,89,0.815981282573057,0.77959182745811,0.684786558713885,0.815692956605747,1104.9447474479675,2899.82421875
-0.5,2.0,-5.0,1,40,SVC,42,4,89,0.8338824487927137,0.8035618194744913,0.7046884146963176,0.832368913558963,1108.3077511787415,2881.1484375
-0.75,2.1,-5.0,1,40,SVC,42,4,89,0.8481954963807959,0.8163588435980376,0.7135471307833419,0.8428199719940241,1086.991641998291,3170.85546875
-1.0,2.2,-5.0,1,40,SVC,42,4,89,0.8504688966712743,0.8160253380171791,0.7090569343729676,0.844738186143609,1121.6097967624664,3079.4765625
-1.25,2.3,-5.0,1,40,SVC,42,4,89,0.8447823162483501,0.8142289310345626,0.7014419109528864,0.8370242529502483,1131.04421210289,3209.9140625
-1.5,2.4,-5.0,1,40,SVC,42,4,89,0.8209872808726386,0.7959418284649696,0.6884045717498862,0.8093935635232957,1132.5134444236755,3495.27734375
0.0,1.5,-5.5,1,40,SVC,42,4,89,0.8079662991916936,0.7786448439905199,0.6940434908349931,0.7955301466873665,1087.428772687912,2701.8203125
-0.25,1.6,-5.5,1,40,SVC,42,4,89,0.8317176034564586,0.807779030238537,0.7090752534480771,0.8219080254438538,1080.4673130512238,2687.8515625
-0.5,1.7,-5.5,1,40,SVC,42,4,89,0.8431617585143142,0.8203918967178381,0.7112123452489993,0.8438664118291368,1053.6006271839142,2672.30078125
-0.75,1.8,-5.5,1,40,SVC,42,4,89,0.849678994505493,0.8271920475448624,0.7082521906669563,0.8460221434897557,1090.323991060257,2948.50390625
-1.0,1.9,-5.5,1,40,SVC,42,4,89,0.8421485766164878,0.8226736262349247,0.7118236136770955,0.8412560582889567,1118.3967769145966,2789.01953125
-1.25,2.0,-5.5,1,40,SVC,42,4,89,0.8309384403858571,0.8116474784469732,0.7025577652192667,0.8277999059070417,1112.348757982254,3001.23046875
