EPOCHS_TMIN,EPOCHS_LENGTH,EPOCHS_EMPTY_FROM_MVT_TMINS,FMIN,FMAX,CLASSIFIER,RANDOM_STATE,N_SPLIT,NUMBER_OF_SESSIONS,score_A,score_B,score_C,score_X,duration,memory
-1.5,1.5,-4.0,1,40,SVC,42,4,89,0.7534670795568061,0.7344115552736659,0.6666224288306302,0.7469278639751296,1126.243349313736,2463.609375
0.0,1.7,-4.0,1,40,SVC,42,4,89,0.7888676801246379,0.7509469094581879,0.6686423828298215,0.7849959138283075,1148.3398497104645,2684.2890625
-0.25,1.8,-4.0,1,40,SVC,42,4,89,0.8142774863624489,0.7765205865352311,0.6828581755669418,0.8062748338201963,1140.8438003063202,2778.7421875
-0.5,1.9,-4.0,1,40,SVC,42,4,89,0.8324815918700816,0.7977230944685552,0.7014918894541539,0.8294816691219065,1148.7041084766388,2894.1953125
-0.75,2.0,-4.0,1,40,SVC,42,4,89,0.8457342811025151,0.8092205473289797,0.70580846425922,0.840040051204802,1149.245376586914,2883.08203125
-1.0,2.1,-4.0,1,40,SVC,42,4,89,0.8444193912090137,0.8126111909476446,0.6998065368690503,0.8389718158603056,1158.9242131710052,2940.53515625
-1.25,2.2,-4.0,1,40,SVC,42,4,89,0.8250601777202256,0.7988496076310905,0.697535789376872,0.8219234174715628,1155.9910476207733,3114.41796875
-1.5,2.3,-4.0,1,40,SVC,42,4,89,0.8063033313298015,0.7852354468639556,0.6833375175361047,0.7980398982425998,1146.9854726791382,3243.6015625
0.0,2.5,-4.0,1,40,SVC,42,4,89,0.716962180303874,0.6891291330052738,0.6109323017333126,0.7045589348674156,1160.8650913238525,3443.875
-0.25,1.5,-4.5,1,40,SVC,42,4,89,0.8254522311527168,0.7933548753018071,0.7045570054118744,0.827689294044569,1108.947853565216,2729.48828125
-0.5,1.6,-4.5,1,40,SVC,42,4,89,0.8435145250102208,0.8135992757175519,0.7154848379478411,0.8351887853665749,1106.6187753677368,2689.78125
-0.75,1.7,-4.5,1,40,SVC,42,4,89,0.8503433898256305,0.8139203939497616,0.7159201128596913,0.842699879573903,1071.6579003334045,2922.21484375
-1.0,1.8,-4.5,1,40,SVC,42,4,89,0.8428586492007542,0.807920391161238,0.7092693498510495,0.8383161997217948,1068.0434818267822,2912.0390625
-1.25,1.9,-4.5,1,40,SVC,42,4,89,0.8233270582211138,0.7936770315732935,0.690503734862276,0.8182155081734112,1123.4748039245605,2832.0390625
-1.5,2.0,-4.5,1,40,SVC,42,4,89,0.7919386234363935,0.7718031586200592,0.6890924945786305,0.7904305493184066,1147.5437502861023,2985.5625
0.0,2.2,-4.5,1,40,SVC,42,4,89,0.7495318568789606,0.7064340517655392,0.633965660198448,0.7366055359083377,1176.967922925949,3105.29296875
-0.25,2.3,-4.5,1,40,SVC,42,4,89,0.7803701697545622,0.737025905904873,0.6521890258963712,0.7695001998281167,1172.6738467216492,3278.3359375
-0.5,2.4,-4.5,1,40,SVC,42,4,89,0.8114134219776179,0.7690792629859609,0.6661866945494473,0.8006697234187558,1137.626526594162,3446.96875
-0.75,2.5,-4.5,1,40,SVC,42,4,89,0.8230988242784629,0.7880274773991826,0.6818912357252535,0.8233625030357579,1118.3454682826996,3636.359375
-1.0,1.5,-5.0,1,40,SVC,42,4,89,0.8313583247328923,0.798057233398465,0.7032496179201793,0.8252202175567154,1101.827962398529,2726.515625
-1.25,1.6,-5.0,1,40,SVC,42,4,89,0.8066789294584287,0.7928494008628899,0.6867320651888442,0.8030819540796837,1105.721598625183,3013.69921875
-1.5,1.7,-5.0,1,40,SVC,42,4,89,0.7712719118367592,0.7596538383316545,0.6797333818868907,0.765469915099438,1129.958209514618,2720.56640625
0.0,1.9,-5.0,1,40,SVC,42,4,89,0.7769967405901481,0.7449570198616664,0.6537408429855475,0.7721170437399038,1134.5470418930054,2981.453125
-0.25,2.0,-5.0,1,40,SVC,42,4,89,0.8102198727587594,0.7747437014908347,0.678271676919831,0.8080923595431633,1106.5043079853058,2953.5859375
-0.5,2.1,-5.0,1,40,SVC,42,4,89,0.8313736973022241,0.7961043669900507,0.6977972308446168,0.8264685492220688,1172.4376156330109,3035.1875
-0.75,2.2,-5.0,1,40,SVC,42,4,89,0.8432180364393718,0.8076078965565152,0.7033293379712973,0.8392011430712113,1147.0629098415375,3283.58984375
-1.0,2.3,-5.0,1,40,SVC,42,4,89,0.8519219788630936,0.8161834879631985,0.7106064884903023,0.8420727814167894,1156.7664034366608,3422.5
-1.25,2.4,-5.0,1,40,SVC,42,4,89,0.8455511936555425,0.8130915216546978,0.7027855804861883,0.8310973636722324,1131.171950340271,3451.453125
-1.5,2.5,-5.0,1,40,SVC,42,4,89,0.8277670397701787,0.7965865501205937,0.693767468963489,0.8135331430825993,1180.7245988845825,3494.84765625
0.0,1.6,-5.5,1,40,SVC,42,4,89,0.8013757493045719,0.772162864750608,0.6806518185917823,0.7913826984205126,1122.284390926361,3012.08203125
-0.25,1.7,-5.5,1,40,SVC,42,4,89,0.8277994890526365,0.800982215166197,0.6940110134010236,0.8249842154580894,1121.4248700141907,2966.296875
-0.5,1.8,-5.5,1,40,SVC,42,4,89,0.841652729411761,0.8153841729612595,0.7123149532047262,0.8433230033201938,1137.4983384609222,2831.43359375
-0.75,1.9,-5.5,1,40,SVC,42,4,89,0.8508660785096309,0.8234727497550033,0.7114339723454002,0.8498196025213252,1126.1562099456787,3012.3828125
