EPOCHS_TMIN,EPOCHS_LENGTH,EPOCHS_EMPTY_FROM_MVT_TMINS,FMIN,FMAX,CLASSIFIER,RANDOM_STATE,N_SPLIT,NUMBER_OF_SESSIONS,score_A,score_B,score_C,score_X,duration,memory
-1.0,1.5,-4.0,1,40,SVC,42,4,89,0.8276070295345856,0.7982048838231033,0.7035624406975143,0.8240605752812358,1135.312293291092,2544.48046875
-1.25,1.6,-4.0,1,40,SVC,42,4,89,0.8084360813314395,0.7853990810382501,0.6881516840810502,0.8028098504355321,1137.4772243499756,2525.0546875
-1.5,1.7,-4.0,1,40,SVC,42,4,89,0.7705422021363711,0.7507533528106172,0.6736863002156246,0.7602263582809232,1156.5890102386475,2637.57421875
0.0,1.9,-4.0,1,40,SVC,42,4,89,0.7681850875145217,0.7346082533801224,0.648655722694834,0.7656092548600693,1157.0750789642334,2788.140625
-0.25,2.0,-4.0,1,40,SVC,42,4,89,0.8004586984201367,0.7632562611765399,0.6677016490161061,0.7940743656129787,1158.1982698440552,2885.0703125
-0.5,2.1,-4.0,1,40,SVC,42,4,89,0.8245659994240302,0.7905955251920762,0.6776855959763719,0.8203498475544766,1161.4262175559998,2974.0546875
-0.75,2.2,-4.0,1,40,SVC,42,4,89,0.8316346881977672,0.8019361044205103,0.6951595794056709,0.8323874692138478,1165.0986998081207,3184.5859375
-1.0,2.3,-4.0,1,40,SVC,42,4,89,0.8380960647589957,0.8017624435430502,0.691493387332059,0.8341287546734142,1133.9483978748322,3321.0859375
-1.25,2.4,-4.0,1,40,SVC,42,4,89,0.8279588603252319,0.800944280131928,0.6903021601340623,0.826020147427463,1156.5947387218475,3410.953125
-1.5,2.5,-4.0,1,40,SVC,42,4,89,0.808025072860461,0.7863793654785085,0.6838880448930496,0.7970389147582,1142.760116815567,3413.3203125
0.0,1.6,-4.5,1,40,SVC,42,4,89,0.7991210783194734,0.759854134270838,0.6749976206439154,0.7879702762223539,1083.4938294887543,2688.76953125
-0.25,1.7,-4.5,1,40,SVC,42,4,89,0.8221255951348837,0.7857612783832367,0.6951444937337323,0.8098072876123799,1079.110075712204,2764.93359375
-0.5,1.8,-4.5,1,40,SVC,42,4,89,0.8372658897193646,0.8022666839747301,0.7174486651876437,0.8349526484114771,1086.33536028862,2825.625
-0.75,1.9,-4.5,1,40,SVC,42,4,89,0.8510479091675763,0.8132756510183268,0.7142845072704848,0.8451160670846499,1100.5413272380829,2970.92578125
-1.0,2.0,-4.5,1,40,SVC,42,4,89,0.8483577414344197,0.8116564697226393,0.7091796383964668,0.8378807287730051,1103.9184386730194,3144.0390625
