EPOCHS_TMIN,EPOCHS_LENGTH,EPOCHS_EMPTY_FROM_MVT_TMINS,FMIN,FMAX,CLASSIFIER,RANDOM_STATE,N_SPLIT,NUMBER_OF_SESSIONS,score_A,score_B,score_C,score_X,duration,memory
-0.75,1.5,-4.0,1,40,SVC,42,4,89,0.839403887024807,0.8106763773369676,0.7168628667993368,0.8277314180893397,1093.426169872284,2550.06640625
-1.0,1.6,-4.0,1,40,SVC,42,4,89,0.8314960182557405,0.802250531590325,0.7052796514860893,0.8232495949706777,1104.895780801773,2523.12890625
-1.25,1.7,-4.0,1,40,SVC,42,4,89,0.8116077868644512,0.7879960479101055,0.6846054513197066,0.8031143077423957,1093.3421926498413,2603.36328125
-1.5,1.8,-4.0,1,40,SVC,42,4,89,0.7755068526854344,0.758353438341194,0.6746285221402541,0.770525683247332,1119.9424357414246,2779.34765625
0.0,2.0,-4.0,1,40,SVC,42,4,89,0.7600184563991209,0.7303941907179228,0.6424729458624236,0.7564559238871111,1108.216236591339,2857.26953125
-0.25,2.1,-4.0,1,40,SVC,42,4,89,0.791858208990181,0.7548339899945992,0.6598040738848981,0.7854938530012604,1121.1806137561798,2975.41796875
-0.5,2.2,-4.0,1,40,SVC,42,4,89,0.8107439667613852,0.7807314893017918,0.6754889007885362,0.8095844278787813,1123.0350608825684,3148.24609375
-0.75,2.3,-4.0,1,40,SVC,42,4,89,0.832256598951106,0.7956181374406137,0.6846457774613006,0.8309466040160425,1148.666771888733,3332.26171875
-1.0,2.4,-4.0,1,40,SVC,42,4,89,0.8380559815338112,0.8040332888898206,0.6863164415818588,0.8313538283461255,1151.1215333938599,3419.65625
-1.25,2.5,-4.0,1,40,SVC,42,4,89,0.8274450502159667,0.7994933021022715,0.6909236675161564,0.8241028088453146,1136.4578437805176,3492.09765625
-1.5,1.5,-4.5,1,40,SVC,42,4,89,0.7541831406945181,0.7387678190809795,0.6606990261488334,0.7431964918408752,1087.2173008918762,2514.08984375
0.0,1.7,-4.5,1,40,SVC,42,4,89,0.7907443987384477,0.7564473137610546,0.6698834855722703,0.7848170839690324,1106.179446220398,2710.75390625
-0.25,1.8,-4.5,1,40,SVC,42,4,89,0.8208589557273409,0.7807369827459212,0.6944689687500478,0.8105465680835827,1103.2333099842072,2750.4921875
-0.5,1.9,-4.5,1,40,SVC,42,4,89,0.8323968169243319,0.7990436326358412,0.7100507045857329,0.8326083787453674,1094.442984342575,2825.0234375
-0.75,2.0,-4.5,1,40,SVC,42,4,89,0.846671088341141,0.8116537596631852,0.7149542585668236,0.8419537676799547,1111.1397631168365,3136.1640625
