EPOCHS_EMPTY_FROM_MVT_TMIN,EPOCHS_INTENTION_FROM_MVT_TMIN,EPOCHS_LENGTH,EPOCHS_TMIN,FMAX,FMIN,pipeline,cov__estimator,score_A,score_B,score_C,score_X,duration_preprocessing,duration_train,memory,FILE_PATH,NUMBER_OF_SESSIONS,RANDOM_STATE,N_SPLIT,BINARY_CLASSIFICATION,VERSION,PATH_RESULTS,NAME_RESULTS,PATH_DATA_PROCESSED,FOLDER_RESULTS_ITERATIONS,NAME_RESULTS_ITERATIONS,LOG_FOLDER,SAVE_EACH_ITERATION,REMOVE_ITERATIONS,REMOVE_DATA_PROCESSED
-8,-4.0,2.0,-0.5,20,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.542787194849925,0.5461711633721209,0.5392107442444486,0.5479336638376795,516.8605539798737,582.3964712619781,3856.87109375,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,2.0,-0.5,30,5,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5400181810336482,0.53770843479557,0.5313840053361122,0.5399791230640864,502.1550455093384,571.3450405597687,3684.63671875,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,2.0,-0.5,35,20,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.513012215097209,0.513596909833256,0.5055675888027206,0.5128932687235688,511.59922075271606,623.8946340084076,2943.515625,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,2.0,-0.5,50,5,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5254965104253944,0.5233620775188992,0.5248997453260691,0.5244038747098806,514.7318043708801,610.9718856811523,2944.3125,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,2.0,-0.5,60,15,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5190796247146258,0.5126966338891329,0.5099438366440288,0.5167460556873389,503.97643184661865,632.500766992569,3684.91796875,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,1.6,-0.5,25,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5471689369587307,0.5469926970087722,0.5501052398701881,0.5491283811958667,500.4926085472107,577.0036544799805,3099.16796875,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,1.6,-0.5,35,1,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5393392729990952,0.5368572009409944,0.534795194200796,0.5413273127188959,513.5053458213806,571.8904621601105,2393.921875,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,1.6,-0.5,40,12,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5359927060950624,0.5354001697016004,0.5321878131853062,0.5397818773885675,505.29171442985535,606.1521773338318,2391.8828125,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,1.6,-0.5,50,30,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.499803202961126,0.5001657824933687,0.5007376802187207,0.5007925691746352,508.48401403427124,611.9023835659027,3099.16796875,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,1.4,-0.5,20,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5437207714599686,0.5419097228589094,0.54115926094273,0.5438035381862372,498.9460480213165,597.631950378418,2118.2890625,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,1.4,-0.5,30,5,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5351839094001231,0.5365370988198561,0.5391534869684371,0.5403273700093816,505.7795479297638,529.4590301513672,2814.87890625,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,1.4,-0.5,35,20,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5245867558338202,0.5203075528742408,0.5195628983578913,0.5225341926367875,533.2972252368927,603.0365076065063,2116.32421875,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,1.4,-0.5,50,5,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5308490480611445,0.5283372797773003,0.5311045176516135,0.5347485634972987,501.42470836639404,555.8578345775604,2814.87890625,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,1.4,-0.5,60,15,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5272444454508007,0.5227327681132015,0.5239079608991378,0.5278039606577021,501.49501299858093,585.6823062896729,2771.46484375,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,1.0,-0.5,25,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5458268375561857,0.541492164933137,0.5367890344858492,0.5422097942371608,503.9944796562195,552.4724245071411,1562.92578125,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,1.0,-0.5,35,1,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5431033569838188,0.5375388415642361,0.5377351593797309,0.5464278208706953,532.193596124649,538.8159501552582,1659.921875,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,1.0,-0.5,40,12,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5363689299182015,0.5374572508665154,0.5375566592565244,0.5399065113844885,500.3015811443329,534.5053272247314,2828.1875,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,1.0,-0.5,50,30,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.49992741839447696,0.5004139609013101,0.5006608019215206,0.5011116379530601,501.2205808162689,604.8906517028809,1563.1484375,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,0.5,-0.5,20,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5415481639971299,0.543304251175605,0.5412676321747634,0.5458450952591625,502.79523396492004,511.0389654636383,2132.7734375,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,0.5,-0.5,30,5,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5324091670368564,0.5333065002934751,0.5357663482518488,0.5320657740745287,521.6466302871704,526.4781694412231,867.9140625,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,0.5,-0.5,35,20,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5186791005869318,0.5175649866389128,0.5187287843341708,0.5164381231008799,499.3329665660858,520.0842106342316,2828.1875,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,0.5,-0.5,50,5,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5263831877980204,0.5254485207542747,0.526433100329039,0.5269036896924923,499.50352120399475,496.38261103630066,2132.7734375,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-4.0,0.5,-0.5,60,15,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5195430387316989,0.518333714257434,0.5226300162021277,0.5205835743810439,502.8278691768646,563.4969944953918,867.28515625,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-1.2,1.0,-0.5,25,9,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.4989049113390346,0.5000822876576861,0.5005198088287023,0.49767869696888106,528.5841555595398,574.3105866909027,1564.48828125,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-1.2,1.0,-0.5,35,1,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.4984465199933627,0.5000830564049207,0.5004368778529396,0.49969985946822687,501.9500734806061,526.9598944187164,2828.1875,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
-8,-1.2,1.0,-0.5,40,12,"Pipeline(steps=[('cov', Covariances(estimator='oas')), ('ts', TangentSpace()),
                ('ss', StandardScaler()), ('clf', SVC())])",oas,0.5015859111383717,0.5002488406549188,0.4999523337386691,0.5021884489742763,499.92614006996155,558.6131875514984,2132.7734375,./../../../data/raw/Data_npy/,-1,42,4,True,2,./results/,RSVM_MVT_INT_search_preproc,./data/processed/,/iterations/,RSVM_MVT_INT_search_preproc_iter,./logs/,True,True,True
